battery_investment cost ($/kWh),battery life span (years),battery degradation coefficient ($/kWh^2),max battery number,min battery capacity (kWh),max battery capacity (kWh),daily battery investment depreciation ($/d),battery efficiency,soc init,soc min,soc max,charging power max (kW),nominal battery capacity (kWh)
0.13,30,0.06,4,50,84,1.53,0.9,0.2,0.15,1,32,84
